# Data from Open Admin Data (https://openadmindata.org/ng/) — CC-BY-4.0. Please cite: https://github.com/open-admin-data/nigeria-administrative-divisions
id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.state,children_count.lga,children_count.ward,zip_codes,geo.lat,geo.lon,source_url
NG025,1,State,State,Lagos,Lagos,lagos-ng025,NG025,,,,,,20,233,,6.535,3.712,https://openadmindata.org/ng/states/lagos-ng025/
NG025001,2,Local Government Area,Local Government Area,Agege,Agege,agege-ng025001,NG025001,,NG025,Lagos,Lagos,,,11,,6.626,3.315,
NG025002,2,Local Government Area,Local Government Area,Ajeromi-Ifelodun,Ajeromi-Ifelodun,ajeromi-ifelodun-ng025002,NG025002,,NG025,Lagos,Lagos,,,11,,6.456,3.337,
NG025003,2,Local Government Area,Local Government Area,Alimosho,Alimosho,alimosho-ng025003,NG025003,,NG025,Lagos,Lagos,,,11,,6.584,3.26,
NG025004,2,Local Government Area,Local Government Area,Amuwo-Odofin,Amuwo-Odofin,amuwo-odofin-ng025004,NG025004,,NG025,Lagos,Lagos,,,11,,6.446,3.275,
NG025005,2,Local Government Area,Local Government Area,Apapa,Apapa,apapa-ng025005,NG025005,,NG025,Lagos,Lagos,,,10,,6.448,3.367,
NG025006,2,Local Government Area,Local Government Area,Badagry,Badagry,badagry-ng025006,NG025006,,NG025,Lagos,Lagos,,,11,,6.443,2.97,
NG025007,2,Local Government Area,Local Government Area,Epe,Epe,epe-ng025007,NG025007,,NG025,Lagos,Lagos,,,19,,6.527,4.058,
NG025008,2,Local Government Area,Local Government Area,Eti-Osa,Eti-Osa,eti-osa-ng025008,NG025008,,NG025,Lagos,Lagos,,,10,,6.463,3.583,
NG025009,2,Local Government Area,Local Government Area,Ibeju/Lekki,Ibeju/Lekki,ibejulekki-ng025009,NG025009,,NG025,Lagos,Lagos,,,11,,6.495,3.816,
NG025010,2,Local Government Area,Local Government Area,Ifako-Ijaye,Ifako-Ijaye,ifako-ijaye-ng025010,NG025010,,NG025,Lagos,Lagos,,,11,,6.661,3.322,
NG025011,2,Local Government Area,Local Government Area,Ikeja,Ikeja,ikeja-ng025011,NG025011,,NG025,Lagos,Lagos,,,10,,6.605,3.345,
NG025012,2,Local Government Area,Local Government Area,Ikorodu,Ikorodu,ikorodu-ng025012,NG025012,,NG025,Lagos,Lagos,,,19,,6.606,3.576,
NG025013,2,Local Government Area,Local Government Area,Kosofe,Kosofe,kosofe-ng025013,NG025013,,NG025,Lagos,Lagos,,,10,,6.584,3.417,
NG025014,2,Local Government Area,Local Government Area,Lagos Island,Lagos Island,lagos-island-ng025014,NG025014,,NG025,Lagos,Lagos,,,19,,6.45,3.394,
NG025015,2,Local Government Area,Local Government Area,Lagos Mainland,Lagos Mainland,lagos-mainland-ng025015,NG025015,,NG025,Lagos,Lagos,,,11,,6.495,3.386,
NG025016,2,Local Government Area,Local Government Area,Mushin,Mushin,mushin-ng025016,NG025016,,NG025,Lagos,Lagos,,,14,,6.529,3.353,
NG025017,2,Local Government Area,Local Government Area,Ojo,Ojo,ojo-ng025017,NG025017,,NG025,Lagos,Lagos,,,11,,6.462,3.166,
NG025018,2,Local Government Area,Local Government Area,Oshodi-Isolo,Oshodi-Isolo,oshodi-isolo-ng025018,NG025018,,NG025,Lagos,Lagos,,,11,,6.533,3.313,
NG025019,2,Local Government Area,Local Government Area,Shomolu,Shomolu,shomolu-ng025019,NG025019,,NG025,Lagos,Lagos,,,12,,6.542,3.384,
NG025020,2,Local Government Area,Local Government Area,Surulere,Surulere,surulere-ng025020,NG025020,,NG025,Lagos,Lagos,,,0,,6.489,3.345,
NG026,1,State,State,Nasarawa,Nasarawa,nasarawa-ng026,NG026,,,,,,13,170,,8.589,8.211,https://openadmindata.org/ng/states/nasarawa-ng026/
NG026001,2,Local Government Area,Local Government Area,Akwanga,Akwanga,akwanga-ng026001,NG026001,,NG026,Nasarawa,Nasarawa,,,11,,9.028,8.344,
NG026002,2,Local Government Area,Local Government Area,Awe,Awe,awe-ng026002,NG026002,,NG026,Nasarawa,Nasarawa,,,10,,8.213,9.165,
NG026003,2,Local Government Area,Local Government Area,Doma,Doma,doma-ng026003,NG026003,,NG026,Nasarawa,Nasarawa,,,10,,8.156,8.315,
NG026004,2,Local Government Area,Local Government Area,Karu,Karu,karu-ng026004,NG026004,,NG026,Nasarawa,Nasarawa,,,11,,9.037,7.761,
NG026005,2,Local Government Area,Local Government Area,Keana,Keana,keana-ng026005,NG026005,,NG026,Nasarawa,Nasarawa,,,10,,8.205,8.717,
NG026006,2,Local Government Area,Local Government Area,Keffi,Keffi,keffi-ng026006,NG026006,,NG026,Nasarawa,Nasarawa,,,10,,8.857,7.868,
NG026007,2,Local Government Area,Local Government Area,Kokona,Kokona,kokona-ng026007,NG026007,,NG026,Nasarawa,Nasarawa,,,11,,8.756,8.087,
NG026008,2,Local Government Area,Local Government Area,Lafia,Lafia,lafia-ng026008,NG026008,,NG026,Nasarawa,Nasarawa,,,13,,8.716,8.8,
NG026009,2,Local Government Area,Local Government Area,Nasarawa,Nasarawa,nasarawa-ng026009,NG026009,,NG026,Nasarawa,Nasarawa,,,26,,8.322,7.747,
NG026010,2,Local Government Area,Local Government Area,Nasarawa-Eggon,Nasarawa-Eggon,nasarawa-eggon-ng026010,NG026010,,NG026,Nasarawa,Nasarawa,,,14,,8.746,8.474,
NG026011,2,Local Government Area,Local Government Area,Obi,Obi,obi-ng026011,NG026011,,NG026,Nasarawa,Nasarawa,,,22,,8.37,8.736,
NG026012,2,Local Government Area,Local Government Area,Toto,Toto,toto-ng026012,NG026012,,NG026,Nasarawa,Nasarawa,,,12,,8.262,7.197,
NG026013,2,Local Government Area,Local Government Area,Wamba,Wamba,wamba-ng026013,NG026013,,NG026,Nasarawa,Nasarawa,,,10,,9.012,8.735,
NG027,1,State,State,Niger,Niger,niger-ng027,NG027,,,,,,25,274,,9.774,5.711,https://openadmindata.org/ng/states/niger-ng027/
NG027001,2,Local Government Area,Local Government Area,Agaie,Agaie,agaie-ng027001,NG027001,,NG027,Niger,Niger,,,11,,8.934,6.43,
NG027002,2,Local Government Area,Local Government Area,Agwara,Agwara,agwara-ng027002,NG027002,,NG027,Niger,Niger,,,10,,10.733,4.539,
NG027003,2,Local Government Area,Local Government Area,Bida,Bida,bida-ng027003,NG027003,,NG027,Niger,Niger,,,14,,9.099,6.016,
NG027004,2,Local Government Area,Local Government Area,Borgu,Borgu,borgu-ng027004,NG027004,,NG027,Niger,Niger,,,10,,10.241,4.083,
NG027005,2,Local Government Area,Local Government Area,Bosso,Bosso,bosso-ng027005,NG027005,,NG027,Niger,Niger,,,10,,9.598,6.345,
NG027006,2,Local Government Area,Local Government Area,Chanchaga,Chanchaga,chanchaga-ng027006,NG027006,,NG027,Niger,Niger,,,11,,9.62,6.545,
NG027007,2,Local Government Area,Local Government Area,Edati,Edati,edati-ng027007,NG027007,,NG027,Niger,Niger,,,10,,9.047,5.638,
NG027008,2,Local Government Area,Local Government Area,Gbako,Gbako,gbako-ng027008,NG027008,,NG027,Niger,Niger,,,10,,9.279,5.997,
NG027009,2,Local Government Area,Local Government Area,Gurara,Gurara,gurara-ng027009,NG027009,,NG027,Niger,Niger,,,10,,9.306,7.037,
NG027010,2,Local Government Area,Local Government Area,Katcha,Katcha,katcha-ng027010,NG027010,,NG027,Niger,Niger,,,10,,9.119,6.244,
NG027011,2,Local Government Area,Local Government Area,Kontagora,Kontagora,kontagora-ng027011,NG027011,,NG027,Niger,Niger,,,13,,10.436,5.514,
NG027012,2,Local Government Area,Local Government Area,Lapai,Lapai,lapai-ng027012,NG027012,,NG027,Niger,Niger,,,10,,8.781,6.674,
NG027013,2,Local Government Area,Local Government Area,Lavun,Lavun,lavun-ng027013,NG027013,,NG027,Niger,Niger,,,12,,9.428,5.652,
NG027014,2,Local Government Area,Local Government Area,Magama,Magama,magama-ng027014,NG027014,,NG027,Niger,Niger,,,11,,10.295,5.015,
NG027015,2,Local Government Area,Local Government Area,Mariga,Mariga,mariga-ng027015,NG027015,,NG027,Niger,Niger,,,11,,10.61,5.863,
NG027016,2,Local Government Area,Local Government Area,Mashegu,Mashegu,mashegu-ng027016,NG027016,,NG027,Niger,Niger,,,10,,9.82,5.249,
NG027017,2,Local Government Area,Local Government Area,Mokwa,Mokwa,mokwa-ng027017,NG027017,,NG027,Niger,Niger,,,11,,9.121,5.324,
NG027018,2,Local Government Area,Local Government Area,Muya,Muya,muya-ng027018,NG027018,,NG027,Niger,Niger,,,11,,9.797,7.079,
NG027019,2,Local Government Area,Local Government Area,Paikoro,Paikoro,paikoro-ng027019,NG027019,,NG027,Niger,Niger,,,11,,9.493,6.838,
NG027020,2,Local Government Area,Local Government Area,Rafi,Rafi,rafi-ng027020,NG027020,,NG027,Niger,Niger,,,11,,10.215,6.221,
NG027021,2,Local Government Area,Local Government Area,Rijau,Rijau,rijau-ng027021,NG027021,,NG027,Niger,Niger,,,11,,11.043,5.227,
NG027022,2,Local Government Area,Local Government Area,Shiroro,Shiroro,shiroro-ng027022,NG027022,,NG027,Niger,Niger,,,15,,10.084,6.698,
NG027023,2,Local Government Area,Local Government Area,Suleja,Suleja,suleja-ng027023,NG027023,,NG027,Niger,Niger,,,10,,9.197,7.175,
NG027024,2,Local Government Area,Local Government Area,Tafa,Tafa,tafa-ng027024,NG027024,,NG027,Niger,Niger,,,10,,9.248,7.263,
NG027025,2,Local Government Area,Local Government Area,Wushishi,Wushishi,wushishi-ng027025,NG027025,,NG027,Niger,Niger,,,11,,9.71,5.912,
NG028,1,State,State,Ogun,Ogun,ogun-ng028,NG028,,,,,,20,236,,7.127,3.263,https://openadmindata.org/ng/states/ogun-ng028/
NG028001,2,Local Government Area,Local Government Area,Abeokuta North,Abeokuta North,abeokuta-north-ng028001,NG028001,,NG028,Ogun,Ogun,,,16,,7.243,3.173,
NG028002,2,Local Government Area,Local Government Area,Abeokuta South,Abeokuta South,abeokuta-south-ng028002,NG028002,,NG028,Ogun,Ogun,,,15,,7.156,3.367,
NG028003,2,Local Government Area,Local Government Area,Ado-Odo/Ota,Ado-Odo/Ota,ado-odoota-ng028003,NG028003,,NG028,Ogun,Ogun,,,16,,6.63,3.08,
NG028004,2,Local Government Area,Local Government Area,Egbado North,Egbado North,egbado-north-ng028004,NG028004,,NG028,Ogun,Ogun,,,11,,7.113,2.934,
NG028005,2,Local Government Area,Local Government Area,Egbado South,Egbado South,egbado-south-ng028005,NG028005,,NG028,Ogun,Ogun,,,10,,6.767,2.955,
NG028006,2,Local Government Area,Local Government Area,Ewekoro,Ewekoro,ewekoro-ng028006,NG028006,,NG028,Ogun,Ogun,,,10,,6.974,3.187,
NG028007,2,Local Government Area,Local Government Area,Ifo,Ifo,ifo-ng028007,NG028007,,NG028,Ogun,Ogun,,,11,,6.76,3.318,
NG028008,2,Local Government Area,Local Government Area,Ijebu East,Ijebu East,ijebu-east-ng028008,NG028008,,NG028,Ogun,Ogun,,,11,,6.818,4.251,
NG028009,2,Local Government Area,Local Government Area,Ijebu North,Ijebu North,ijebu-north-ng028009,NG028009,,NG028,Ogun,Ogun,,,11,,7.032,3.991,
NG028010,2,Local Government Area,Local Government Area,Ijebu North East,Ijebu North East,ijebu-north-east-ng028010,NG028010,,NG028,Ogun,Ogun,,,10,,6.871,4.026,
NG028011,2,Local Government Area,Local Government Area,Ijebu Ode,Ijebu Ode,ijebu-ode-ng028011,NG028011,,NG028,Ogun,Ogun,,,11,,6.767,3.96,
NG028012,2,Local Government Area,Local Government Area,Ikenne,Ikenne,ikenne-ng028012,NG028012,,NG028,Ogun,Ogun,,,10,,6.901,3.698,
NG028013,2,Local Government Area,Local Government Area,Imeko-Afon,Imeko-Afon,imeko-afon-ng028013,NG028013,,NG028,Ogun,Ogun,,,10,,7.633,2.858,
NG028014,2,Local Government Area,Local Government Area,Ipokia,Ipokia,ipokia-ng028014,NG028014,,NG028,Ogun,Ogun,,,12,,6.653,2.793,
NG028015,2,Local Government Area,Local Government Area,Obafemi-Owode,Obafemi-Owode,obafemi-owode-ng028015,NG028015,,NG028,Ogun,Ogun,,,12,,6.961,3.47,
NG028016,2,Local Government Area,Local Government Area,Odeda,Odeda,odeda-ng028016,NG028016,,NG028,Ogun,Ogun,,,10,,7.317,3.52,
NG028017,2,Local Government Area,Local Government Area,Odogbolu,Odogbolu,odogbolu-ng028017,NG028017,,NG028,Ogun,Ogun,,,15,,6.808,3.814,
NG028018,2,Local Government Area,Local Government Area,Ogun waterside,Ogun waterside,ogun-waterside-ng028018,NG028018,,NG028,Ogun,Ogun,,,10,,6.474,4.368,
NG028019,2,Local Government Area,Local Government Area,Remo North,Remo North,remo-north-ng028019,NG028019,,NG028,Ogun,Ogun,,,10,,6.995,3.718,
NG028020,2,Local Government Area,Local Government Area,Shagamu,Shagamu,shagamu-ng028020,NG028020,,NG028,Ogun,Ogun,,,15,,6.808,3.589,
NG029,1,State,State,Ondo,Ondo,ondo-ng029,NG029,,,,,,18,203,,6.824,4.869,https://openadmindata.org/ng/states/ondo-ng029/
NG029001,2,Local Government Area,Local Government Area,Akoko North East,Akoko North East,akoko-north-east-ng029001,NG029001,,NG029,Ondo,Ondo,,,13,,7.563,5.932,
NG029002,2,Local Government Area,Local Government Area,Akoko North West,Akoko North West,akoko-north-west-ng029002,NG029002,,NG029,Ondo,Ondo,,,10,,7.634,5.805,
NG029003,2,Local Government Area,Local Government Area,Akoko South East,Akoko South East,akoko-south-east-ng029003,NG029003,,NG029,Ondo,Ondo,,,11,,7.422,5.905,
NG029004,2,Local Government Area,Local Government Area,Akoko South West,Akoko South West,akoko-south-west-ng029004,NG029004,,NG029,Ondo,Ondo,,,15,,7.403,5.706,
NG029005,2,Local Government Area,Local Government Area,Akure North,Akure North,akure-north-ng029005,NG029005,,NG029,Ondo,Ondo,,,12,,7.256,5.322,
NG029006,2,Local Government Area,Local Government Area,Akure South,Akure South,akure-south-ng029006,NG029006,,NG029,Ondo,Ondo,,,11,,7.212,5.179,
NG029007,2,Local Government Area,Local Government Area,Ese-Odo,Ese-Odo,ese-odo-ng029007,NG029007,,NG029,Ondo,Ondo,,,10,,6.184,4.991,
NG029008,2,Local Government Area,Local Government Area,Idanre,Idanre,idanre-ng029008,NG029008,,NG029,Ondo,Ondo,,,10,,6.976,5.256,
NG029009,2,Local Government Area,Local Government Area,Ifedore,Ifedore,ifedore-ng029009,NG029009,,NG029,Ondo,Ondo,,,10,,7.355,5.105,
NG029010,2,Local Government Area,Local Government Area,Ilaje,Ilaje,ilaje-ng029010,NG029010,,NG029,Ondo,Ondo,,,12,,6.199,4.753,
NG029011,2,Local Government Area,Local Government Area,Ile-Oluji-Okeigbo,Ile-Oluji-Okeigbo,ile-oluji-okeigbo-ng029011,NG029011,,NG029,Ondo,Ondo,,,10,,7.234,4.884,
NG029012,2,Local Government Area,Local Government Area,Irele,Irele,irele-ng029012,NG029012,,NG029,Ondo,Ondo,,,10,,6.479,4.983,
NG029013,2,Local Government Area,Local Government Area,Odigbo,Odigbo,odigbo-ng029013,NG029013,,NG029,Ondo,Ondo,,,11,,6.732,4.885,
NG029014,2,Local Government Area,Local Government Area,Okitipupa,Okitipupa,okitipupa-ng029014,NG029014,,NG029,Ondo,Ondo,,,13,,6.565,4.708,
NG029015,2,Local Government Area,Local Government Area,Ondo East,Ondo East,ondo-east-ng029015,NG029015,,NG029,Ondo,Ondo,,,10,,7.159,4.885,
NG029016,2,Local Government Area,Local Government Area,Ondo West,Ondo West,ondo-west-ng029016,NG029016,,NG029,Ondo,Ondo,,,12,,6.992,4.759,
NG029017,2,Local Government Area,Local Government Area,Ose,Ose,ose-ng029017,NG029017,,NG029,Ondo,Ondo,,,12,,7.054,5.754,
NG029018,2,Local Government Area,Local Government Area,Owo,Owo,owo-ng029018,NG029018,,NG029,Ondo,Ondo,,,11,,7.108,5.592,
NG030,1,State,State,Osun,Osun,osun-ng030,NG030,,,,,,30,361,,7.538,4.521,https://openadmindata.org/ng/states/osun-ng030/
NG030001,2,Local Government Area,Local Government Area,Aiyedade,Aiyedade,aiyedade-ng030001,NG030001,,NG030,Osun,Osun,,,11,,7.329,4.34,
NG030002,2,Local Government Area,Local Government Area,Aiyedire,Aiyedire,aiyedire-ng030002,NG030002,,NG030,Osun,Osun,,,10,,7.571,4.232,
NG030003,2,Local Government Area,Local Government Area,Atakumosa East,Atakumosa East,atakumosa-east-ng030003,NG030003,,NG030,Osun,Osun,,,10,,7.41,4.752,
NG030004,2,Local Government Area,Local Government Area,Atakumosa West,Atakumosa West,atakumosa-west-ng030004,NG030004,,NG030,Osun,Osun,,,11,,7.571,4.642,
NG030005,2,Local Government Area,Local Government Area,Boluwaduro,Boluwaduro,boluwaduro-ng030005,NG030005,,NG030,Osun,Osun,,,10,,7.946,4.811,
NG030006,2,Local Government Area,Local Government Area,Boripe,Boripe,boripe-ng030006,NG030006,,NG030,Osun,Osun,,,11,,7.862,4.67,
NG030007,2,Local Government Area,Local Government Area,Ede North,Ede North,ede-north-ng030007,NG030007,,NG030,Osun,Osun,,,11,,7.732,4.467,
NG030008,2,Local Government Area,Local Government Area,Ede South,Ede South,ede-south-ng030008,NG030008,,NG030,Osun,Osun,,,10,,7.659,4.464,
NG030009,2,Local Government Area,Local Government Area,Egbedore,Egbedore,egbedore-ng030009,NG030009,,NG030,Osun,Osun,,,10,,7.783,4.436,
NG030010,2,Local Government Area,Local Government Area,Ejigbo,Ejigbo,ejigbo-ng030010,NG030010,,NG030,Osun,Osun,,,11,,7.811,4.31,
NG030011,2,Local Government Area,Local Government Area,Ife Central,Ife Central,ife-central-ng030011,NG030011,,NG030,Osun,Osun,,,11,,7.546,4.528,
NG030012,2,Local Government Area,Local Government Area,Ife East,Ife East,ife-east-ng030012,NG030012,,NG030,Osun,Osun,,,10,,7.405,4.57,
NG030013,2,Local Government Area,Local Government Area,Ife North,Ife North,ife-north-ng030013,NG030013,,NG030,Osun,Osun,,,10,,7.298,4.45,
NG030014,2,Local Government Area,Local Government Area,Ife South,Ife South,ife-south-ng030014,NG030014,,NG030,Osun,Osun,,,11,,7.239,4.614,
NG030015,2,Local Government Area,Local Government Area,Ifedayo,Ifedayo,ifedayo-ng030015,NG030015,,NG030,Osun,Osun,,,10,,7.962,4.985,
NG030016,2,Local Government Area,Local Government Area,Ifelodun,Ifelodun,ifelodun-ng030016,NG030016,,NG030,Osun,Osun,,,30,,7.909,4.638,
NG030017,2,Local Government Area,Local Government Area,Ila,Ila,ila-ng030017,NG030017,,NG030,Osun,Osun,,,11,,7.97,4.895,
NG030018,2,Local Government Area,Local Government Area,Ilesha East,Ilesha East,ilesha-east-ng030018,NG030018,,NG030,Osun,Osun,,,11,,7.608,4.761,
NG030019,2,Local Government Area,Local Government Area,Ilesha West,Ilesha West,ilesha-west-ng030019,NG030019,,NG030,Osun,Osun,,,10,,7.638,4.726,
NG030020,2,Local Government Area,Local Government Area,Irepodun,Irepodun,irepodun-ng030020,NG030020,,NG030,Osun,Osun,,,22,,7.845,4.497,
NG030021,2,Local Government Area,Local Government Area,Irewole,Irewole,irewole-ng030021,NG030021,,NG030,Osun,Osun,,,11,,7.416,4.219,
NG030022,2,Local Government Area,Local Government Area,Isokan,Isokan,isokan-ng030022,NG030022,,NG030,Osun,Osun,,,11,,7.249,4.2,
NG030023,2,Local Government Area,Local Government Area,Iwo,Iwo,iwo-ng030023,NG030023,,NG030,Osun,Osun,,,15,,7.645,4.149,
NG030024,2,Local Government Area,Local Government Area,Obokun,Obokun,obokun-ng030024,NG030024,,NG030,Osun,Osun,,,10,,7.774,4.771,
NG030025,2,Local Government Area,Local Government Area,Odo-Otin,Odo-Otin,odo-otin-ng030025,NG030025,,NG030,Osun,Osun,,,15,,8.007,4.679,
NG030026,2,Local Government Area,Local Government Area,Ola-oluwa,Ola-oluwa,ola-oluwa-ng030026,NG030026,,NG030,Osun,Osun,,,10,,7.746,4.199,
NG030027,2,Local Government Area,Local Government Area,Olorunda,Olorunda,olorunda-ng030027,NG030027,,NG030,Osun,Osun,,,11,,7.875,4.572,
NG030028,2,Local Government Area,Local Government Area,Oriade,Oriade,oriade-ng030028,NG030028,,NG030,Osun,Osun,,,12,,7.553,4.867,
NG030029,2,Local Government Area,Local Government Area,Orolu,Orolu,orolu-ng030029,NG030029,,NG030,Osun,Osun,,,10,,7.902,4.491,
NG030030,2,Local Government Area,Local Government Area,Osogbo,Osogbo,osogbo-ng030030,NG030030,,NG030,Osun,Osun,,,15,,7.749,4.569,
NG031,1,State,State,Oyo,Oyo,oyo-ng031,NG031,,,,,,33,363,,8.135,3.613,https://openadmindata.org/ng/states/oyo-ng031/
NG031001,2,Local Government Area,Local Government Area,Afijio,Afijio,afijio-ng031001,NG031001,,NG031,Oyo,Oyo,,,10,,7.749,3.857,
NG031002,2,Local Government Area,Local Government Area,Akinyele,Akinyele,akinyele-ng031002,NG031002,,NG031,Oyo,Oyo,,,12,,7.569,3.89,
NG031003,2,Local Government Area,Local Government Area,Atiba,Atiba,atiba-ng031003,NG031003,,NG031,Oyo,Oyo,,,10,,8.227,3.867,
NG031004,2,Local Government Area,Local Government Area,Atigbo,Atigbo,atigbo-ng031004,NG031004,,NG031,Oyo,Oyo,,,10,,8.406,3.247,
NG031005,2,Local Government Area,Local Government Area,Egbeda,Egbeda,egbeda-ng031005,NG031005,,NG031,Oyo,Oyo,,,11,,7.411,4.044,
NG031006,2,Local Government Area,Local Government Area,Ibadan North,Ibadan North,ibadan-north-ng031006,NG031006,,NG031,Oyo,Oyo,,,12,,7.418,3.906,
NG031007,2,Local Government Area,Local Government Area,Ibadan North East,Ibadan North East,ibadan-north-east-ng031007,NG031007,,NG031,Oyo,Oyo,,,12,,7.397,3.931,
NG031008,2,Local Government Area,Local Government Area,Ibadan North West,Ibadan North West,ibadan-north-west-ng031008,NG031008,,NG031,Oyo,Oyo,,,11,,7.403,3.873,
NG031009,2,Local Government Area,Local Government Area,Ibadan South East,Ibadan South East,ibadan-south-east-ng031009,NG031009,,NG031,Oyo,Oyo,,,12,,7.357,3.905,
NG031010,2,Local Government Area,Local Government Area,Ibadan South West,Ibadan South West,ibadan-south-west-ng031010,NG031010,,NG031,Oyo,Oyo,,,12,,7.374,3.856,
NG031011,2,Local Government Area,Local Government Area,Ibarapa Central,Ibarapa Central,ibarapa-central-ng031011,NG031011,,NG031,Oyo,Oyo,,,10,,7.455,3.234,
NG031012,2,Local Government Area,Local Government Area,Ibarapa East,Ibarapa East,ibarapa-east-ng031012,NG031012,,NG031,Oyo,Oyo,,,10,,7.588,3.461,
NG031013,2,Local Government Area,Local Government Area,Ibarapa North,Ibarapa North,ibarapa-north-ng031013,NG031013,,NG031,Oyo,Oyo,,,10,,7.675,3.156,
NG031014,2,Local Government Area,Local Government Area,Ido,Ido,ido-ng031014,NG031014,,NG031,Oyo,Oyo,,,10,,7.514,3.706,
NG031015,2,Local Government Area,Local Government Area,Irepo,Irepo,irepo-ng031015,NG031015,,NG031,Oyo,Oyo,,,10,,9.025,3.885,
NG031016,2,Local Government Area,Local Government Area,Iseyin,Iseyin,iseyin-ng031016,NG031016,,NG031,Oyo,Oyo,,,11,,8.004,3.598,
NG031017,2,Local Government Area,Local Government Area,Itesiwaju,Itesiwaju,itesiwaju-ng031017,NG031017,,NG031,Oyo,Oyo,,,10,,8.208,3.485,
NG031018,2,Local Government Area,Local Government Area,Iwajowa,Iwajowa,iwajowa-ng031018,NG031018,,NG031,Oyo,Oyo,,,10,,7.986,2.987,
NG031019,2,Local Government Area,Local Government Area,Kajola,Kajola,kajola-ng031019,NG031019,,NG031,Oyo,Oyo,,,11,,8.029,3.359,
NG031020,2,Local Government Area,Local Government Area,Lagelu,Lagelu,lagelu-ng031020,NG031020,,NG031,Oyo,Oyo,,,14,,7.513,4.074,
NG031021,2,Local Government Area,Local Government Area,Ogbomosho North,Ogbomosho North,ogbomosho-north-ng031021,NG031021,,NG031,Oyo,Oyo,,,10,,8.15,4.249,
NG031022,2,Local Government Area,Local Government Area,Ogbomosho South,Ogbomosho South,ogbomosho-south-ng031022,NG031022,,NG031,Oyo,Oyo,,,10,,8.108,4.2,
NG031023,2,Local Government Area,Local Government Area,Ogo Oluwa,Ogo Oluwa,ogo-oluwa-ng031023,NG031023,,NG031,Oyo,Oyo,,,10,,7.975,4.194,
NG031024,2,Local Government Area,Local Government Area,Olorunsogo,Olorunsogo,olorunsogo-ng031024,NG031024,,NG031,Oyo,Oyo,,,10,,8.796,4.056,
NG031025,2,Local Government Area,Local Government Area,Oluyole,Oluyole,oluyole-ng031025,NG031025,,NG031,Oyo,Oyo,,,10,,7.217,3.88,
NG031026,2,Local Government Area,Local Government Area,Ona-Ara,Ona-Ara,ona-ara-ng031026,NG031026,,NG031,Oyo,Oyo,,,11,,7.253,4.054,
NG031027,2,Local Government Area,Local Government Area,Orelope,Orelope,orelope-ng031027,NG031027,,NG031,Oyo,Oyo,,,10,,8.794,3.802,
NG031028,2,Local Government Area,Local Government Area,Ori Ire,Ori Ire,ori-ire-ng031028,NG031028,,NG031,Oyo,Oyo,,,10,,8.312,4.189,
NG031029,2,Local Government Area,Local Government Area,Oyo East,Oyo East,oyo-east-ng031029,NG031029,,NG031,Oyo,Oyo,,,10,,7.828,4.033,
NG031030,2,Local Government Area,Local Government Area,Oyo West,Oyo West,oyo-west-ng031030,NG031030,,NG031,Oyo,Oyo,,,10,,7.878,3.825,
NG031031,2,Local Government Area,Local Government Area,Saki East,Saki East,saki-east-ng031031,NG031031,,NG031,Oyo,Oyo,,,11,,8.707,3.637,
NG031032,2,Local Government Area,Local Government Area,Saki West,Saki West,saki-west-ng031032,NG031032,,NG031,Oyo,Oyo,,,11,,8.645,3.216,
NG031033,2,Local Government Area,Local Government Area,Surulere,Surulere,surulere-ng031033,NG031033,,NG031,Oyo,Oyo,,,22,,8.088,4.398,
NG032,1,State,State,Plateau,Plateau,plateau-ng032,NG032,,,,,,17,217,,9.38,9.628,https://openadmindata.org/ng/states/plateau-ng032/
NG032001,2,Local Government Area,Local Government Area,Barikin Ladi,Barikin Ladi,barikin-ladi-ng032001,NG032001,,NG032,Plateau,Plateau,,,11,,9.574,8.971,
NG032002,2,Local Government Area,Local Government Area,Bassa,Bassa,bassa-ng032002,NG032002,,NG032,Plateau,Plateau,,,26,,10.064,8.809,
NG032003,2,Local Government Area,Local Government Area,Bokkos,Bokkos,bokkos-ng032003,NG032003,,NG032,Plateau,Plateau,,,14,,9.23,8.89,
NG032004,2,Local Government Area,Local Government Area,Jos East,Jos East,jos-east-ng032004,NG032004,,NG032,Plateau,Plateau,,,10,,9.876,9.129,
NG032005,2,Local Government Area,Local Government Area,Jos North,Jos North,jos-north-ng032005,NG032005,,NG032,Plateau,Plateau,,,14,,9.944,8.895,
NG032006,2,Local Government Area,Local Government Area,Jos South,Jos South,jos-south-ng032006,NG032006,,NG032,Plateau,Plateau,,,12,,9.761,8.846,
NG032007,2,Local Government Area,Local Government Area,Kanam,Kanam,kanam-ng032007,NG032007,,NG032,Plateau,Plateau,,,14,,9.491,10.155,
NG032008,2,Local Government Area,Local Government Area,Kanke,Kanke,kanke-ng032008,NG032008,,NG032,Plateau,Plateau,,,10,,9.363,9.655,
NG032009,2,Local Government Area,Local Government Area,Langtang North,Langtang North,langtang-north-ng032009,NG032009,,NG032,Plateau,Plateau,,,14,,9.049,9.827,
NG032010,2,Local Government Area,Local Government Area,Langtang South,Langtang South,langtang-south-ng032010,NG032010,,NG032,Plateau,Plateau,,,10,,8.626,9.824,
NG032011,2,Local Government Area,Local Government Area,Mangu,Mangu,mangu-ng032011,NG032011,,NG032,Plateau,Plateau,,,16,,9.362,9.185,
